loan_time,age,amount,n_credits,people,inst_rate,residence,checking,history,savings,job,job_status,property,housing,for,sex,debtor,OIP,telephone,foreign,default
33,35,7253,2,1,3,2,none,critical,<100,man/self-em/HQ/off,4 to less than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
12,42,2292,2,1,4,2,none,critical,<100,man/self-em/HQ/off,unemployed,Car/Other,own,business,male_single,none,stores,1,1,1
10,40,1597,1,2,3,2,none,repaid,501 to 1000,unskilled (resident),1 to less than 4,UNK/None,rent,car_new,male_single,none,none,2,2,2
24,35,1381,1,1,4,2,< 0,repaid,unk_nil,skilled / official,1 to less than 4,BSSA/Life,own,car_new,female,none,none,2,1,1
36,35,5842,2,2,2,2,none,critical,<100,skilled / official,more than 7,BSSA/Life,own,car_used,male_single,none,none,1,1,2
12,33,2579,1,2,4,1,< 0,repaid,<100,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,none,2,1,1
18,23,8471,2,1,1,2,< 0,delayed,unk_nil,skilled / official,1 to less than 4,Car/Other,rent,edu,female,none,none,1,1,2
21,31,2782,1,1,1,2,none,repaid,501 to 1000,man/self-em/HQ/off,4 to less than 7,Car/Other,own,car_new,female,none,bank,2,1,2
18,33,1042,1,1,4,2,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,BSSA/Life,own,car_new,female,none,none,2,1,1
15,20,3186,1,1,2,3,none,repaid,>1000,skilled / official,4 to less than 7,Car/Other,rent,car_new,female,none,none,2,1,2
12,30,2028,1,1,4,2,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,none,2,1,2
12,47,958,2,2,2,3,0 to 200,critical,<100,unskilled (resident),4 to less than 7,real estate,own,car_new,male_single,none,none,2,1,2
21,34,1591,2,1,4,3,none,delayed,101 to 500,man/self-em/HQ/off,4 to less than 7,real estate,own,fur_equ,male_single,none,none,2,1,2
12,25,2762,1,1,1,2,0 to 200,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,own,fur_equ,female,none,bank,1,1,1
18,21,2779,1,1,1,3,0 to 200,repaid,<100,skilled / official,1 to less than 4,Car/Other,rent,car_used,male_mw,none,none,1,1,2
28,29,2743,2,1,4,2,none,critical,<100,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
18,46,1149,2,1,4,3,none,critical,>1000,skilled / official,1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
9,20,1313,1,1,1,4,none,repaid,<100,skilled / official,more than 7,Car/Other,own,fur_equ,male_single,none,none,2,1,2
18,55,1190,3,2,2,4,< 0,critical,<100,unemp / unskill (non-res),unemployed,UNK/None,free,repairs,female,none,none,2,1,1
5,74,3448,1,1,1,4,none,repaid,<100,unskilled (resident),4 to less than 7,real estate,own,business,male_single,none,none,2,1,2
24,29,11328,2,1,2,3,0 to 200,repaid,<100,man/self-em/HQ/off,1 to less than 4,Car/Other,own,car_used,male_single,coapplicant,bank,1,1,1
6,36,1872,3,1,4,4,< 0,critical,<100,man/self-em/HQ/off,unemployed,UNK/None,free,fur_equ,male_single,none,none,1,1,2
24,33,2058,2,1,4,2,none,critical,<100,skilled / official,1 to less than 4,real estate,own,repairs,male_ds,none,none,1,1,2
9,25,2136,1,1,3,2,< 0,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,2,1,2
12,25,1484,1,1,2,1,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,real estate,own,rad_tel,male_mw,none,none,1,1,1
6,23,660,1,1,2,4,none,repaid,501 to 1000,unskilled (resident),4 to less than 7,real estate,rent,repairs,male_mw,none,none,2,1,2
24,37,1287,2,1,4,4,none,critical,>1000,skilled / official,more than 7,real estate,own,car_new,female,none,none,1,1,2
42,65,3394,2,1,4,4,< 0,critical,<100,unemp / unskill (non-res),unemployed,Car/Other,own,repairs,male_single,coapplicant,none,2,1,2
12,26,609,1,1,4,1,> 201,fully repaid here,<100,unemp / unskill (non-res),less than 1,real estate,own,business,female,none,none,2,1,1
12,39,1884,1,1,4,4,none,repaid,<100,man/self-em/HQ/off,more than 7,Car/Other,own,car_new,male_single,none,none,1,1,2
12,30,1620,1,1,2,3,< 0,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,female,coapplicant,none,2,1,2
20,29,2629,2,1,2,3,0 to 200,delayed,<100,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,bank,1,1,2
12,41,719,1,2,4,4,none,repaid,<100,unskilled (resident),more than 7,Car/Other,own,edu,male_single,none,bank,2,1,1
48,30,5096,1,1,2,3,0 to 200,critical,<100,man/self-em/HQ/off,1 to less than 4,Car/Other,own,fur_equ,female,none,none,1,1,1
9,41,1244,2,1,4,4,none,critical,unk_nil,unskilled (resident),more than 7,BSSA/Life,rent,edu,female,none,none,2,1,2
36,34,1842,1,1,4,4,< 0,repaid,<100,skilled / official,less than 1,Car/Other,own,car_new,female,none,none,1,1,1
7,35,2576,1,1,2,2,0 to 200,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_single,guarantor,none,2,1,2
12,55,1424,1,1,3,4,> 201,repaid,unk_nil,man/self-em/HQ/off,more than 7,real estate,own,fur_equ,female,none,none,1,1,2
15,61,1512,2,1,3,3,0 to 200,delayed,>1000,skilled / official,1 to less than 4,BSSA/Life,own,repairs,male_mw,none,stores,2,1,1
36,30,11054,1,1,4,2,none,critical,unk_nil,man/self-em/HQ/off,1 to less than 4,Car/Other,own,car_used,male_single,none,none,1,1,2
6,29,518,1,1,3,1,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,2
12,34,2759,2,1,2,4,none,fully repaid,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,2
24,35,2670,1,1,4,4,none,repaid,<100,man/self-em/HQ/off,more than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
24,31,4817,1,1,2,3,< 0,repaid,<100,skilled / official,4 to less than 7,BSSA/Life,own,car_new,male_single,coapplicant,none,1,1,1
24,29,2679,1,1,4,1,none,repaid,<100,man/self-em/HQ/off,less than 1,UNK/None,own,car_used,female,none,none,1,1,2
11,36,3905,2,2,2,2,< 0,critical,<100,skilled / official,1 to less than 4,real estate,rent,car_new,male_single,none,none,2,1,2
12,35,3386,1,1,3,4,< 0,repaid,<100,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,1,1,1
6,27,343,1,1,4,1,< 0,repaid,<100,skilled / official,less than 1,real estate,own,dom_app,female,none,none,2,1,2
18,32,4594,1,1,3,2,none,repaid,<100,skilled / official,less than 1,Car/Other,own,rad_tel,male_single,none,none,1,1,2
36,37,3620,1,2,1,2,< 0,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,male_single,guarantor,none,2,1,2
15,36,1721,1,1,2,3,< 0,repaid,<100,skilled / official,less than 1,real estate,own,car_new,male_single,none,none,2,1,2
12,34,3017,1,1,3,1,0 to 200,repaid,<100,man/self-em/HQ/off,less than 1,real estate,rent,fur_equ,female,none,none,2,1,2
12,38,754,2,1,4,4,0 to 200,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,own,retain,male_single,none,none,2,1,2
18,34,1950,2,1,4,1,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,business,male_single,none,stores,1,1,2
24,63,2924,1,2,3,4,< 0,repaid,<100,skilled / official,1 to less than 4,UNK/None,own,car_used,male_single,guarantor,bank,1,1,2
24,29,1659,1,1,4,2,< 0,delayed,<100,unskilled (resident),less than 1,Car/Other,rent,rad_tel,female,none,none,1,1,1
48,32,7238,2,2,3,3,none,delayed,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,bank,2,1,2
33,26,2764,2,1,2,2,none,delayed,<100,skilled / official,1 to less than 4,Car/Other,own,business,female,none,none,1,1,2
24,35,4679,2,1,3,3,none,delayed,<100,unskilled (resident),4 to less than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
24,22,3092,1,1,3,2,0 to 200,repaid,101 to 500,skilled / official,less than 1,Car/Other,rent,rad_tel,male_mw,none,none,1,1,1
6,23,448,1,1,4,4,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,own,edu,female,none,none,2,1,1
9,28,654,1,1,4,3,< 0,repaid,<100,unskilled (resident),1 to less than 4,Car/Other,own,car_new,male_single,none,none,2,1,1
6,36,1238,1,2,4,4,none,repaid,unk_nil,man/self-em/HQ/off,unemployed,BSSA/Life,own,retain,male_single,none,none,1,1,2
18,33,1245,1,1,4,2,0 to 200,critical,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_mw,none,none,2,1,1
18,26,3114,1,1,1,4,< 0,fully repaid,<100,skilled / official,less than 1,BSSA/Life,rent,fur_equ,female,none,none,2,1,1
39,24,2569,1,1,4,4,none,repaid,501 to 1000,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,none,2,1,2
24,25,5152,1,1,4,2,> 201,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,bank,2,1,2
12,39,1037,1,1,3,4,0 to 200,repaid,101 to 500,unskilled (resident),4 to less than 7,real estate,own,business,male_single,none,none,2,1,2
15,44,1478,2,2,4,4,< 0,critical,<100,skilled / official,more than 7,Car/Other,own,fur_equ,male_single,none,none,1,1,2
12,23,3573,1,1,1,1,0 to 200,critical,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,2
24,26,1201,1,1,4,1,0 to 200,repaid,<100,skilled / official,less than 1,BSSA/Life,own,car_new,male_single,none,none,2,1,2
30,57,3622,2,1,4,4,< 0,repaid,>1000,skilled / official,more than 7,BSSA/Life,rent,fur_equ,female,none,none,1,1,2
15,30,960,2,1,3,2,none,delayed,>1000,skilled / official,4 to less than 7,BSSA/Life,own,fur_equ,female,none,none,2,1,2
12,44,1163,1,1,4,4,none,critical,501 to 1000,skilled / official,1 to less than 4,real estate,own,car_new,male_single,none,none,1,1,2
6,47,1209,1,1,4,4,0 to 200,delayed,<100,man/self-em/HQ/off,unemployed,BSSA/Life,own,car_new,male_single,none,none,1,1,1
12,52,3077,1,1,2,4,none,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_single,none,none,1,1,2
24,62,3757,1,1,4,4,none,repaid,<100,skilled / official,more than 7,UNK/None,free,car_new,female,coapplicant,none,1,1,2
10,35,1418,1,1,3,2,none,repaid,101 to 500,unskilled (resident),1 to less than 4,real estate,rent,car_new,male_single,none,none,2,2,2
6,26,3518,1,1,2,3,none,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,rent,car_new,male_single,guarantor,none,2,1,2
12,26,1934,2,1,2,2,none,critical,<100,skilled / official,more than 7,UNK/None,own,rad_tel,male_single,none,none,2,1,2
27,42,8318,2,1,2,4,0 to 200,fully repaid,<100,man/self-em/HQ/off,more than 7,UNK/None,free,business,female,none,none,1,1,1
6,27,1237,2,1,1,1,none,critical,101 to 500,skilled / official,1 to less than 4,BSSA/Life,own,rad_tel,female,none,none,2,1,2
6,38,368,1,1,4,4,0 to 200,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
12,39,2122,2,2,3,2,< 0,critical,<100,unskilled (resident),1 to less than 4,real estate,rent,car_new,male_single,none,none,2,2,2
24,20,2996,1,1,2,4,< 0,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,fur_equ,male_mw,none,none,2,1,1
36,29,9034,1,1,4,1,0 to 200,repaid,101 to 500,man/self-em/HQ/off,less than 1,UNK/None,rent,fur_equ,male_single,coapplicant,none,1,1,1
24,40,1585,2,1,4,3,none,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,2
18,32,1301,1,1,4,2,0 to 200,repaid,<100,unskilled (resident),more than 7,real estate,own,rad_tel,male_mw,guarantor,none,2,1,2
6,28,1323,2,2,2,4,> 201,critical,101 to 500,skilled / official,more than 7,Car/Other,own,car_new,male_ds,none,none,1,1,2
24,27,3123,1,1,4,1,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,own,car_new,female,none,none,2,1,1
36,42,5493,1,2,2,4,< 0,repaid,<100,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,2,1,2
9,49,1126,1,1,2,4,> 201,repaid,101 to 500,skilled / official,more than 7,real estate,own,rad_tel,male_ds,none,none,2,1,2
24,38,1216,2,2,4,4,0 to 200,critical,101 to 500,skilled / official,less than 1,UNK/None,own,rad_tel,male_single,none,bank,2,1,1
24,24,1207,1,1,4,4,< 0,repaid,<100,skilled / official,less than 1,BSSA/Life,rent,car_new,female,none,none,2,1,1
10,27,1309,1,1,4,4,none,repaid,unk_nil,unskilled (resident),1 to less than 4,BSSA/Life,own,car_new,male_single,guarantor,none,2,1,1
15,36,2360,1,1,2,2,> 201,critical,501 to 1000,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,none,1,1,2
15,34,6850,1,2,1,2,0 to 200,fully repaid here,101 to 500,man/self-em/HQ/off,unemployed,BSSA/Life,own,car_new,male_single,none,none,1,1,1
24,28,1413,1,1,4,2,none,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,rad_tel,male_mw,none,none,2,1,2
39,45,8588,1,1,4,2,none,repaid,101 to 500,man/self-em/HQ/off,more than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
12,26,759,1,1,4,2,< 0,repaid,<100,skilled / official,4 to less than 7,real estate,own,car_new,male_single,none,none,2,1,1
36,32,4686,1,1,2,2,none,repaid,<100,man/self-em/HQ/off,1 to less than 4,UNK/None,free,car_used,male_single,none,none,1,1,2
15,26,2687,1,1,2,4,> 201,repaid,<100,skilled / official,4 to less than 7,BSSA/Life,rent,business,male_single,none,none,1,1,2
12,20,585,2,1,4,4,0 to 200,delayed,<100,skilled / official,1 to less than 4,real estate,rent,rad_tel,male_mw,coapplicant,none,2,1,2
24,54,2255,1,1,4,1,none,repaid,unk_nil,skilled / official,less than 1,BSSA/Life,own,car_new,male_single,none,none,2,1,2
6,37,609,2,1,4,3,< 0,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,car_new,female,none,none,2,2,2
6,40,1361,1,2,2,4,< 0,critical,<100,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,none,2,2,2
36,23,7127,2,1,2,4,none,critical,<100,skilled / official,less than 1,BSSA/Life,rent,fur_equ,female,none,none,1,1,1
6,43,1203,1,1,3,2,< 0,repaid,101 to 500,skilled / official,more than 7,BSSA/Life,own,car_new,male_single,none,none,1,1,2
6,36,700,2,1,4,4,none,critical,unk_nil,skilled / official,more than 7,UNK/None,free,rad_tel,male_single,none,none,2,1,2
24,44,5507,2,1,3,4,none,critical,<100,skilled / official,more than 7,UNK/None,free,repairs,male_single,none,none,2,1,2
18,24,3190,1,1,2,2,< 0,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,1
48,53,7119,2,2,3,4,< 0,fully repaid,<100,skilled / official,1 to less than 4,UNK/None,free,fur_equ,male_single,none,none,2,1,1
24,23,3488,1,1,3,4,none,repaid,101 to 500,skilled / official,4 to less than 7,Car/Other,own,car_used,female,none,none,2,1,2
18,26,1113,1,2,4,4,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,female,guarantor,none,2,1,2
26,30,7966,2,1,2,3,0 to 200,repaid,<100,skilled / official,less than 1,Car/Other,own,car_used,male_single,none,none,2,1,2
15,31,1532,1,1,4,3,none,critical,101 to 500,skilled / official,1 to less than 4,Car/Other,own,edu,female,none,none,2,1,2
4,42,1503,2,2,2,1,none,critical,<100,unskilled (resident),4 to less than 7,real estate,own,rad_tel,male_single,none,none,2,1,2
36,31,2302,1,1,4,4,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,rent,rad_tel,male_ds,none,none,2,1,1
6,41,662,1,2,3,4,< 0,repaid,<100,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,none,1,1,2
36,32,2273,2,2,3,1,0 to 200,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,edu,male_single,none,none,2,1,2
15,28,2631,2,1,2,4,0 to 200,repaid,101 to 500,skilled / official,1 to less than 4,Car/Other,rent,car_new,female,none,none,1,1,1
12,41,1503,1,1,4,4,none,delayed,<100,skilled / official,1 to less than 4,real estate,rent,car_used,male_mw,none,none,2,1,2
24,26,1311,1,1,4,3,none,repaid,101 to 500,skilled / official,4 to less than 7,BSSA/Life,own,rad_tel,male_mw,none,none,1,1,2
24,25,3105,2,1,4,2,none,repaid,unk_nil,skilled / official,less than 1,Car/Other,own,rad_tel,male_single,none,none,2,1,2
21,33,2319,1,1,2,1,> 201,critical,<100,skilled / official,less than 1,Car/Other,rent,edu,male_ds,none,none,2,1,1
6,75,1374,1,1,4,3,< 0,repaid,unk_nil,man/self-em/HQ/off,unemployed,BSSA/Life,own,car_new,female,none,none,1,1,2
18,37,3612,1,1,3,4,0 to 200,critical,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,female,none,none,1,1,2
48,42,7763,1,1,4,4,< 0,repaid,<100,man/self-em/HQ/off,more than 7,UNK/None,free,car_new,male_single,none,bank,2,1,1
18,45,3049,1,1,1,1,> 201,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,fur_equ,female,none,stores,2,1,2
12,23,1534,1,1,1,1,0 to 200,repaid,<100,skilled / official,less than 1,real estate,rent,rad_tel,male_mw,none,none,2,1,1
24,60,2032,2,1,4,4,none,delayed,<100,skilled / official,more than 7,UNK/None,free,car_new,male_single,none,none,1,1,2
30,31,6350,1,1,4,4,< 0,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,1
18,34,2864,1,2,2,1,> 201,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,fur_equ,male_single,none,none,2,1,1
12,61,1255,2,1,4,4,none,critical,<100,unskilled (resident),more than 7,real estate,own,car_new,male_single,none,none,2,1,2
24,43,1333,2,2,4,2,< 0,delayed,<100,skilled / official,unemployed,real estate,free,car_new,male_single,none,none,2,1,1
24,37,2022,1,1,4,4,none,critical,<100,skilled / official,1 to less than 4,Car/Other,own,car_new,female,none,none,1,1,2
24,32,1552,1,2,3,1,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,bank,2,1,2
12,24,626,1,1,4,4,< 0,fully repaid here,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,female,none,bank,2,1,1
48,35,8858,2,1,2,1,none,critical,unk_nil,skilled / official,4 to less than 7,UNK/None,free,car_used,male_single,none,none,1,1,2
12,23,996,2,1,4,4,none,critical,unk_nil,skilled / official,4 to less than 7,real estate,own,repairs,female,none,none,2,1,2
6,45,1750,1,2,2,4,none,fully repaid here,501 to 1000,unskilled (resident),more than 7,BSSA/Life,own,rad_tel,male_single,none,bank,2,1,2
48,34,6999,2,1,1,1,< 0,repaid,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,male_mw,guarantor,none,1,1,1
12,27,1995,1,1,4,1,0 to 200,critical,101 to 500,skilled / official,less than 1,Car/Other,own,car_new,male_single,none,none,2,1,2
9,67,1199,2,1,4,4,0 to 200,repaid,<100,man/self-em/HQ/off,4 to less than 7,BSSA/Life,own,edu,female,none,none,1,1,2
12,22,1331,1,1,2,1,0 to 200,repaid,<100,skilled / official,less than 1,Car/Other,own,rad_tel,male_single,none,stores,2,1,1
18,28,2278,2,1,3,3,0 to 200,fully repaid,101 to 500,skilled / official,less than 1,Car/Other,own,car_new,female,none,none,2,1,1
21,29,5003,2,1,1,4,none,fully repaid,unk_nil,skilled / official,1 to less than 4,BSSA/Life,own,car_new,female,none,bank,1,1,1
24,27,3552,1,1,3,4,< 0,fully repaid here,<100,skilled / official,4 to less than 7,Car/Other,own,fur_equ,male_single,none,bank,2,1,1
18,31,1928,2,1,2,2,0 to 200,critical,<100,unskilled (resident),less than 1,real estate,own,fur_equ,male_single,none,none,2,1,1
24,49,2964,1,2,4,4,< 0,repaid,unk_nil,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,bank,1,1,2
24,24,1546,1,1,4,4,< 0,fully repaid here,<100,unskilled (resident),4 to less than 7,Car/Other,rent,rad_tel,male_single,guarantor,bank,2,1,1
6,29,683,1,1,2,1,> 201,delayed,<100,skilled / official,less than 1,BSSA/Life,own,rad_tel,female,none,bank,2,1,2
36,37,12389,1,1,1,4,0 to 200,repaid,unk_nil,skilled / official,1 to less than 4,UNK/None,free,car_new,male_single,none,none,1,1,1
24,37,4712,2,1,4,2,0 to 200,delayed,unk_nil,man/self-em/HQ/off,1 to less than 4,BSSA/Life,own,business,male_single,none,bank,1,1,2
24,23,1553,2,1,3,2,0 to 200,delayed,101 to 500,skilled / official,4 to less than 7,BSSA/Life,rent,rad_tel,female,none,none,1,1,2
12,36,1372,1,1,2,3,< 0,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,car_new,male_ds,none,none,2,1,1
24,34,2578,1,1,2,2,none,critical,>1000,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
48,41,3979,2,2,4,1,0 to 200,repaid,unk_nil,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
48,31,6758,1,1,3,2,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,1,1,1
24,23,3234,1,1,4,4,< 0,repaid,<100,unskilled (resident),less than 1,real estate,rent,fur_equ,female,none,none,1,1,1
30,38,5954,1,1,3,2,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,coapplicant,none,2,1,2
24,26,5433,1,1,2,4,none,repaid,unk_nil,man/self-em/HQ/off,unemployed,BSSA/Life,rent,car_used,female,none,none,1,1,2
15,22,806,1,1,4,4,< 0,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,business,female,none,none,2,1,2
9,27,1082,2,1,4,4,0 to 200,repaid,<100,unskilled (resident),more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
15,24,2788,2,1,2,3,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,fur_equ,female,coapplicant,bank,2,1,2
12,27,2930,1,1,2,1,0 to 200,repaid,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,female,none,none,2,1,2
24,33,1927,2,1,3,2,none,critical,unk_nil,skilled / official,1 to less than 4,Car/Other,own,edu,female,none,none,1,1,2
36,27,2820,2,1,4,4,0 to 200,critical,<100,skilled / official,less than 1,Car/Other,own,car_new,male_ds,none,none,2,1,1
24,27,937,2,1,4,3,none,repaid,<100,unskilled (resident),less than 1,Car/Other,own,retain,male_mw,none,none,2,1,2
18,30,1056,2,1,3,3,0 to 200,critical,<100,skilled / official,more than 7,real estate,own,car_new,male_single,guarantor,bank,2,1,1
12,49,3124,2,2,1,3,0 to 200,critical,<100,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,bank,2,1,2
9,26,1388,1,1,4,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,rent,fur_equ,female,none,none,2,1,2
36,33,2384,1,1,4,1,0 to 200,repaid,<100,unskilled (resident),less than 1,UNK/None,rent,repairs,male_single,none,none,2,1,1
12,52,2133,1,1,4,4,none,repaid,unk_nil,man/self-em/HQ/off,more than 7,UNK/None,free,car_new,female,none,none,1,1,2
18,20,2039,1,1,1,4,< 0,repaid,<100,skilled / official,1 to less than 4,real estate,rent,fur_equ,female,none,bank,2,1,1
9,36,2799,2,2,2,2,< 0,critical,<100,skilled / official,1 to less than 4,real estate,rent,car_new,male_single,none,none,2,1,2
12,21,1289,1,1,4,1,< 0,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,fur_equ,male_single,guarantor,none,2,1,2
18,47,1217,1,1,4,3,< 0,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,dom_app,male_mw,none,none,1,1,1
12,60,2246,2,1,3,3,< 0,critical,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,none,2,1,1
12,58,385,4,1,4,3,< 0,critical,<100,unskilled (resident),4 to less than 7,real estate,own,rad_tel,female,none,none,1,1,2
24,42,1965,2,1,4,4,0 to 200,delayed,unk_nil,skilled / official,1 to less than 4,Car/Other,rent,car_new,female,none,none,1,1,2
21,36,1572,1,1,4,4,none,repaid,>1000,unskilled (resident),more than 7,real estate,own,business,female,none,bank,2,1,2
24,20,2718,1,1,3,4,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,rent,car_new,female,none,none,1,1,1
24,40,1358,1,1,4,3,< 0,fully repaid here,unk_nil,man/self-em/HQ/off,more than 7,Car/Other,own,car_used,male_single,none,stores,1,1,1
6,32,931,1,1,1,1,0 to 200,fully repaid here,101 to 500,unskilled (resident),less than 1,BSSA/Life,own,car_new,female,none,stores,2,1,1
24,23,1442,2,1,4,4,< 0,repaid,<100,skilled / official,4 to less than 7,Car/Other,rent,car_new,female,none,none,2,1,1
24,36,4241,3,1,1,4,0 to 200,fully repaid,<100,unskilled (resident),1 to less than 4,real estate,own,business,male_single,none,none,1,1,1
18,31,2775,2,1,2,2,none,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,car_new,male_single,none,bank,2,1,1
24,32,3863,1,1,1,2,none,delayed,<100,skilled / official,1 to less than 4,UNK/None,free,business,male_single,none,none,2,1,2
7,45,2329,1,1,1,1,0 to 200,repaid,<100,skilled / official,less than 1,real estate,own,rad_tel,female,guarantor,none,2,1,2
9,30,918,1,1,4,1,0 to 200,repaid,<100,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,female,none,none,2,1,1
24,34,1837,1,1,4,4,0 to 200,fully repaid here,<100,unskilled (resident),4 to less than 7,UNK/None,free,edu,female,none,bank,2,1,1
36,28,3349,1,1,4,2,none,repaid,<100,man/self-em/HQ/off,1 to less than 4,Car/Other,own,fur_equ,female,none,none,1,1,1
10,23,1275,1,1,4,2,> 201,repaid,<100,skilled / official,less than 1,BSSA/Life,own,fur_equ,female,none,none,2,1,2
24,22,2828,1,1,4,4,< 0,fully repaid here,501 to 1000,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,stores,1,1,2
24,74,4526,1,1,3,2,none,critical,<100,man/self-em/HQ/off,1 to less than 4,real estate,own,business,male_single,none,none,1,1,2
36,50,2671,1,1,4,4,0 to 200,repaid,101 to 500,skilled / official,1 to less than 4,UNK/None,free,rad_tel,female,coapplicant,none,2,1,1
18,33,2051,1,1,4,1,none,repaid,<100,skilled / official,less than 1,real estate,own,rad_tel,male_single,none,none,2,1,2
15,45,1300,1,2,4,4,none,repaid,unk_nil,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,bank,2,1,2
12,22,741,1,1,4,3,< 0,repaid,101 to 500,skilled / official,unemployed,BSSA/Life,own,dom_app,female,none,none,2,1,1
10,48,1240,1,2,1,4,> 201,repaid,101 to 500,unskilled (resident),more than 7,UNK/None,free,car_new,female,none,none,2,1,1
21,29,3357,1,1,4,2,< 0,repaid,>1000,skilled / official,less than 1,Car/Other,own,rad_tel,female,none,bank,2,1,2
24,22,3632,1,1,1,4,< 0,fully repaid here,<100,skilled / official,1 to less than 4,Car/Other,rent,car_used,female,guarantor,bank,2,2,2
18,22,1808,1,1,4,1,none,delayed,<100,skilled / official,4 to less than 7,real estate,own,fur_equ,female,none,none,2,1,1
48,48,12204,1,1,2,2,0 to 200,fully repaid,unk_nil,man/self-em/HQ/off,1 to less than 4,Car/Other,own,business,male_single,none,bank,1,1,2
60,27,9157,1,1,2,2,0 to 200,delayed,unk_nil,man/self-em/HQ/off,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,2,1,2
